Acc,Sub-CC,Period,Year,Amount,Acc-Index,Position
51101,11 11,4,2020,1773902.49,51101|11 11,413000
51101,11 12,4,2020,1371424.18,51101|11 12,413000
51101,11 13,4,2020,2354055.31,51101|11 13,413000
51101,11 17,4,2020,761552.1,51101|11 17,413000
51101,11 18,4,2020,176457.77,51101|11 18,413000
51101,12 30,4,2020,5168918.14,51101|12 30,413000
51101,12 31,4,2020,7228573.9,51101|12 31,413000
51101,12 35,4,2020,578885.26,51101|12 35,413000
51101,12 3A,4,2020,723776.84,51101|12 3A,413000
51101,12 3B,4,2020,9934.63,51101|12 3B,413000
51101,12 3Z,4,2020,4088574.24,51101|12 3Z,413000
51101,12 40,4,2020,972564.46,51101|12 40,413000
51101,12 92,4,2020,10584098.22,51101|12 92,413000
51101,12 95,4,2020,4588108,51101|12 95,413000
51101,14 30,4,2020,2835450.97,51101|14 30,413000
51101,14 31,4,2020,615365.35,51101|14 31,413000
51101,14 35,4,2020,443478,51101|14 35,413000
51101,14 3N,4,2020,1493703.09,51101|14 3N,413000
51101,14 3S,4,2020,360873.17,51101|14 3S,413000
51101,14 3Z,4,2020,1078165.37,51101|14 3Z,413000
51101,14 40,4,2020,371901.05,51101|14 40,413000
51101,14 92,4,2020,2632881,51101|14 92,413000
51101,15 3G,4,2020,638991.86,51101|15 3G,413000
51101,15 3H,4,2020,1655051.79,51101|15 3H,413000
51101,15 3I,4,2020,24075.35,51101|15 3I,413000
51101,15 92,4,2020,1815283,51101|15 92,413000
51101,42 61,4,2020,958253.47,51101|42 61,413000
51101,42 62,4,2020,1371431.76,51101|42 62,413000
51101,42 63,4,2020,3039879.24,51101|42 63,413000
51101,42 64,4,2020,655515.49,51101|42 64,413000
51101,42 65,4,2020,669322.25,51101|42 65,413000
51101,42 67,4,2020,385773.9,51101|42 67,413000
51101,42 78,4,2020,71278.22,51101|42 78,413000
51101,42 82,4,2020,981818.72,51101|42 82,413000
51101,42 83,4,2020,652372.15,51101|42 83,413000
51101,42 84,4,2020,5496598.8,51101|42 84,413000
51101,42 92,4,2020,8096701.78,51101|42 92,413000
51101,42 94,4,2020,971714,51101|42 94,413000
51101,43 11,4,2020,5126007.15,51101|43 11,413000
51101,43 92,4,2020,8228390.71,51101|43 92,413000
51101,44 21,4,2020,1199840,51101|44 21,413000
51101,44 23,4,2020,569958.81,51101|44 23,413000
51101,44 24,4,2020,1088676.44,51101|44 24,413000
51101,44 25,4,2020,3449797.45,51101|44 25,413000
51101,44 26,4,2020,3360000.42,51101|44 26,413000
51101,44 27,4,2020,2107128.06,51101|44 27,413000
51101,44 28,4,2020,3829334.31,51101|44 28,413000
51101,44 29,4,2020,3696467.51,51101|44 29,413000
51101,44 92,4,2020,6839936.49,51101|44 92,413000
51104,11 11,4,2020,89318.64,51104|11 11,413000
51104,11 12,4,2020,93123.37,51104|11 12,413000
51104,11 13,4,2020,156413.04,51104|11 13,413000
51104,11 17,4,2020,51600.65,51104|11 17,413000
51104,11 18,4,2020,10066.34,51104|11 18,413000
51104,12 30,4,2020,270241.76,51104|12 30,413000
51104,12 31,4,2020,247051.33,51104|12 31,413000
51104,12 35,4,2020,41283.19,51104|12 35,413000
51104,12 3B,4,2020,239.55,51104|12 3B,413000
51104,12 3Z,4,2020,297895.41,51104|12 3Z,413000
51104,12 40,4,2020,39453.31,51104|12 40,413000
51104,12 92,4,2020,120590.45,51104|12 92,413000
51104,14 30,4,2020,261249.74,51104|14 30,413000
51104,14 31,4,2020,51935.37,51104|14 31,413000
51104,14 35,4,2020,50070,51104|14 35,413000
51104,14 3N,4,2020,209981.05,51104|14 3N,413000
51104,14 3S,4,2020,21894.76,51104|14 3S,413000
51104,14 3Z,4,2020,149767.84,51104|14 3Z,413000
51104,14 40,4,2020,37241.24,51104|14 40,413000
51104,14 92,4,2020,82975,51104|14 92,413000
51104,15 3G,4,2020,37300.64,51104|15 3G,413000
51104,15 3H,4,2020,114263.03,51104|15 3H,413000
51104,15 3I,4,2020,1706.33,51104|15 3I,413000
51104,15 92,4,2020,27310,51104|15 92,413000
51104,42 61,4,2020,30608.86,51104|42 61,413000
51104,42 62,4,2020,58414.46,51104|42 62,413000
51104,42 63,4,2020,205896.26,51104|42 63,413000
51104,42 64,4,2020,20901.67,51104|42 64,413000
51104,42 65,4,2020,20931.3,51104|42 65,413000
51104,42 67,4,2020,16287.85,51104|42 67,413000
51104,42 78,4,2020,6014.07,51104|42 78,413000
51104,42 82,4,2020,75166.24,51104|42 82,413000
51104,42 83,4,2020,85310.92,51104|42 83,413000
51104,42 84,4,2020,440663.37,51104|42 84,413000
51104,42 92,4,2020,13370,51104|42 92,413000
51104,42 94,4,2020,10605,51104|42 94,413000
51104,43 11,4,2020,321572.96,51104|43 11,413000
51104,43 92,4,2020,13835,51104|43 92,413000
51104,44 21,4,2020,251530,51104|44 21,413000
51104,44 23,4,2020,105111.79,51104|44 23,413000
51104,44 24,4,2020,189629.39,51104|44 24,413000
51104,44 25,4,2020,626933.3,51104|44 25,413000
51104,44 26,4,2020,607714.28,51104|44 26,413000
51104,44 27,4,2020,381953.97,51104|44 27,413000
51104,44 28,4,2020,648588.04,51104|44 28,413000
51104,44 29,4,2020,619124.23,51104|44 29,413000
51104,44 92,4,2020,45350,51104|44 92,413000
51107,11 11,4,2020,384216.85,51107|11 11,413000
51107,11 12,4,2020,323519.48,51107|11 12,413000
51107,11 13,4,2020,507853.22,51107|11 13,413000
51107,11 17,4,2020,167475.34,51107|11 17,413000
51107,11 18,4,2020,36643.05,51107|11 18,413000
51107,12 30,4,2020,1074316.08,51107|12 30,413000
51107,12 31,4,2020,1331366.93,51107|12 31,413000
51107,12 35,4,2020,109401.26,51107|12 35,413000
51107,12 3A,4,2020,63947,51107|12 3A,413000
51107,12 3B,4,2020,1698.76,51107|12 3B,413000
51107,12 3Z,4,2020,886609.81,51107|12 3Z,413000
51107,12 40,4,2020,147116.92,51107|12 40,413000
51107,12 92,4,2020,1429824.24,51107|12 92,413000
51107,12 95,4,2020,3805052.38,51107|12 95,413000
51107,14 30,4,2020,778495.48,51107|14 30,413000
51107,14 31,4,2020,163464.83,51107|14 31,413000
51107,14 35,4,2020,123306,51107|14 35,413000
51107,14 3N,4,2020,405246.97,51107|14 3N,413000
51107,14 3S,4,2020,93787.43,51107|14 3S,413000
51107,14 3Z,4,2020,371302.07,51107|14 3Z,413000
51107,14 40,4,2020,105726.22,51107|14 40,413000
51107,14 92,4,2020,672698,51107|14 92,413000
51107,15 3G,4,2020,199050.2,51107|15 3G,413000
51107,15 3H,4,2020,508987.18,51107|15 3H,413000
51107,15 3I,4,2020,7540.62,51107|15 3I,413000
51107,15 92,4,2020,722697,51107|15 92,413000
51107,42 61,4,2020,208846.28,51107|42 61,413000
51107,42 62,4,2020,307721.47,51107|42 62,413000
51107,42 63,4,2020,740816.24,51107|42 63,413000
51107,42 64,4,2020,142475.28,51107|42 64,413000
51107,42 65,4,2020,157496.85,51107|42 65,413000
51107,42 67,4,2020,87495.85,51107|42 67,413000
51107,42 78,4,2020,18568.52,51107|42 78,413000
51107,42 82,4,2020,243186.62,51107|42 82,413000
51107,42 83,4,2020,185540.19,51107|42 83,413000
51107,42 84,4,2020,1262809.7,51107|42 84,413000
51107,42 92,4,2020,1304847,51107|42 92,413000
51107,42 94,4,2020,191106,51107|42 94,413000
51107,43 11,4,2020,1143777.06,51107|43 11,413000
51107,43 92,4,2020,1325976,51107|43 92,413000
51107,44 21,4,2020,404454,51107|44 21,413000
51107,44 23,4,2020,177146.97,51107|44 23,413000
51107,44 24,4,2020,337747.85,51107|44 24,413000
51107,44 25,4,2020,1071623.35,51107|44 25,413000
51107,44 26,4,2020,1048515.39,51107|44 26,413000
51107,44 27,4,2020,641987.58,51107|44 27,413000
51107,44 28,4,2020,1151839.1,51107|44 28,413000
51107,44 29,4,2020,1091749.76,51107|44 29,413000
51107,44 92,4,2020,1090749,51107|44 92,413000
51108,11 11,4,2020,459676.98,51108|11 11,413000
51108,11 12,4,2020,395556.74,51108|11 12,413000
51108,11 13,4,2020,612421.31,51108|11 13,413000
51108,11 17,4,2020,202286.54,51108|11 17,413000
51108,11 18,4,2020,60277.64,51108|11 18,413000
51108,12 30,4,2020,681646.01,51108|12 30,413000
51108,12 31,4,2020,930442.05,51108|12 31,413000
51108,12 35,4,2020,104653.03,51108|12 35,413000
51108,12 3A,4,2020,21166,51108|12 3A,413000
51108,12 3B,4,2020,3776.71,51108|12 3B,413000
51108,12 3Z,4,2020,806113.88,51108|12 3Z,413000
51108,12 40,4,2020,133805.03,51108|12 40,413000
51108,12 92,4,2020,1084639.29,51108|12 92,413000
51108,12 95,4,2020,263228,51108|12 95,413000
51108,14 30,4,2020,525303.79,51108|14 30,413000
51108,14 31,4,2020,122998.55,51108|14 31,413000
51108,14 35,4,2020,248410,51108|14 35,413000
51108,14 3N,4,2020,588784.7,51108|14 3N,413000
51108,14 3S,4,2020,62656.79,51108|14 3S,413000
51108,14 3Z,4,2020,296483.57,51108|14 3Z,413000
51108,14 40,4,2020,58118.6,51108|14 40,413000
51108,14 92,4,2020,432895,51108|14 92,413000
51108,15 3G,4,2020,58724.16,51108|15 3G,413000
51108,15 3H,4,2020,180415.34,51108|15 3H,413000
51108,15 3I,4,2020,3125.5,51108|15 3I,413000
51108,15 92,4,2020,47305,51108|15 92,413000
51108,42 61,4,2020,255038.78,51108|42 61,413000
51108,42 62,4,2020,381998.74,51108|42 62,413000
51108,42 63,4,2020,891337.32,51108|42 63,413000
51108,42 64,4,2020,170134.58,51108|42 64,413000
51108,42 65,4,2020,187123.87,51108|42 65,413000
51108,42 67,4,2020,109300.54,51108|42 67,413000
51108,42 78,4,2020,22784.7,51108|42 78,413000
51108,42 82,4,2020,313329.03,51108|42 82,413000
51108,42 83,4,2020,222323.95,51108|42 83,413000
51108,42 84,4,2020,1430504.49,51108|42 84,413000
51108,42 92,4,2020,656290,51108|42 92,413000
51108,42 94,4,2020,107974,51108|42 94,413000
51108,43 11,4,2020,1458213.79,51108|43 11,413000
51108,43 92,4,2020,459270,51108|43 92,413000
51108,44 21,4,2020,694330,51108|44 21,413000
51108,44 23,4,2020,434390.06,51108|44 23,413000
51108,44 24,4,2020,936998.26,51108|44 24,413000
51108,44 25,4,2020,2970016.8,51108|44 25,413000
51108,44 26,4,2020,2816790.62,51108|44 26,413000
51108,44 27,4,2020,1733865.3,51108|44 27,413000
51108,44 28,4,2020,3197127.15,51108|44 28,413000
51108,44 29,4,2020,3090292.81,51108|44 29,413000
51108,44 92,4,2020,1997309,51108|44 92,413000
51109,11 11,4,2020,1146593,51109|11 11,413000
51109,11 12,4,2020,973924,51109|11 12,413000
51109,11 13,4,2020,1562006,51109|11 13,413000
51109,11 17,4,2020,538128,51109|11 17,413000
51109,11 18,4,2020,169883,51109|11 18,413000
51109,12 30,4,2020,4117583,51109|12 30,413000
51109,12 31,4,2020,4065110,51109|12 31,413000
51109,12 35,4,2020,347159,51109|12 35,413000
51109,12 3A,4,2020,287063,51109|12 3A,413000
51109,12 3Z,4,2020,2921399,51109|12 3Z,413000
51109,12 40,4,2020,618612,51109|12 40,413000
51109,12 92,4,2020,4956626,51109|12 92,413000
51109,12 95,4,2020,3252068,51109|12 95,413000
51109,14 30,4,2020,1816997,51109|14 30,413000
51109,14 31,4,2020,385468,51109|14 31,413000
51109,14 35,4,2020,287485,51109|14 35,413000
51109,14 3N,4,2020,329299,51109|14 3N,413000
51109,14 3S,4,2020,162171,51109|14 3S,413000
51109,14 3Z,4,2020,361968,51109|14 3Z,413000
51109,14 40,4,2020,215615,51109|14 40,413000
51109,14 92,4,2020,2008201,51109|14 92,413000
51109,15 3G,4,2020,705678,51109|15 3G,413000
51109,15 3H,4,2020,1160882,51109|15 3H,413000
51109,15 3I,4,2020,19870,51109|15 3I,413000
51109,15 92,4,2020,1324313,51109|15 92,413000
51109,42 61,4,2020,640423,51109|42 61,413000
51109,42 62,4,2020,879903,51109|42 62,413000
51109,42 63,4,2020,1736541,51109|42 63,413000
51109,42 64,4,2020,389106,51109|42 64,413000
51109,42 65,4,2020,450101,51109|42 65,413000
51109,42 67,4,2020,92652,51109|42 67,413000
51109,42 78,4,2020,51305,51109|42 78,413000
51109,42 82,4,2020,769141,51109|42 82,413000
51109,42 83,4,2020,295728,51109|42 83,413000
51109,42 84,4,2020,2405207,51109|42 84,413000
51109,42 92,4,2020,4101687,51109|42 92,413000
51109,42 94,4,2020,623497,51109|42 94,413000
51109,43 11,4,2020,3231733,51109|43 11,413000
51109,43 92,4,2020,4360668,51109|43 92,413000
51109,44 21,4,2020,505842,51109|44 21,413000
51109,44 24,4,2020,583868,51109|44 24,413000
51109,44 25,4,2020,1936049,51109|44 25,413000
51109,44 26,4,2020,1565996,51109|44 26,413000
51109,44 27,4,2020,751547,51109|44 27,413000
51109,44 28,4,2020,2885582,51109|44 28,413000
51109,44 29,4,2020,1665589,51109|44 29,413000
51109,44 92,4,2020,3226070,51109|44 92,413000
51110,11 11,4,2020,441204,51110|11 11,413000
51110,11 12,4,2020,383792,51110|11 12,413000
51110,11 13,4,2020,643881,51110|11 13,413000
51110,11 17,4,2020,197935,51110|11 17,413000
51110,11 18,4,2020,61357,51110|11 18,413000
51110,12 30,4,2020,1605031,51110|12 30,413000
51110,12 31,4,2020,2287622,51110|12 31,413000
51110,12 35,4,2020,125139,51110|12 35,413000
51110,12 3A,4,2020,108635,51110|12 3A,413000
51110,12 3Z,4,2020,541309,51110|12 3Z,413000
51110,12 40,4,2020,215570,51110|12 40,413000
51110,12 92,4,2020,1988660,51110|12 92,413000
51110,12 95,4,2020,1444614,51110|12 95,413000
51110,14 30,4,2020,819643,51110|14 30,413000
51110,14 31,4,2020,166243,51110|14 31,413000
51110,14 35,4,2020,130868,51110|14 35,413000
51110,14 3N,4,2020,126732,51110|14 3N,413000
51110,14 3S,4,2020,60998,51110|14 3S,413000
51110,14 3Z,4,2020,147113,51110|14 3Z,413000
51110,14 40,4,2020,77986,51110|14 40,413000
51110,14 92,4,2020,733187,51110|14 92,413000
51110,15 3G,4,2020,340346,51110|15 3G,413000
51110,15 3H,4,2020,557807,51110|15 3H,413000
51110,15 3I,4,2020,9657,51110|15 3I,413000
51110,15 92,4,2020,616054,51110|15 92,413000
51110,42 61,4,2020,279976,51110|42 61,413000
51110,42 62,4,2020,344660,51110|42 62,413000
51110,42 63,4,2020,737646,51110|42 63,413000
51110,42 64,4,2020,184259,51110|42 64,413000
51110,42 65,4,2020,213460,51110|42 65,413000
51110,42 67,4,2020,50458,51110|42 67,413000
51110,42 78,4,2020,14694,51110|42 78,413000
51110,42 82,4,2020,300485,51110|42 82,413000
51110,42 83,4,2020,126700,51110|42 83,413000
51110,42 84,4,2020,1021759,51110|42 84,413000
51110,42 92,4,2020,1721458,51110|42 92,413000
51110,42 94,4,2020,232178,51110|42 94,413000
51110,43 11,4,2020,1310520,51110|43 11,413000
51110,43 92,4,2020,1882032,51110|43 92,413000
51110,44 21,4,2020,246319,51110|44 21,413000
51110,44 24,4,2020,283537,51110|44 24,413000
51110,44 25,4,2020,991132,51110|44 25,413000
51110,44 26,4,2020,934863,51110|44 26,413000
51110,44 27,4,2020,299909,51110|44 27,413000
51110,44 28,4,2020,1323531,51110|44 28,413000
51110,44 29,4,2020,757864,51110|44 29,413000
51110,44 92,4,2020,1423593,51110|44 92,413000
51111,11 11,4,2020,160233.78,51111|11 11,413000
51111,11 12,4,2020,125865.54,51111|11 12,413000
51111,11 13,4,2020,209541.48,51111|11 13,413000
51111,11 17,4,2020,67236.18,51111|11 17,413000
51111,11 18,4,2020,18195.99,51111|11 18,413000
51111,12 30,4,2020,496969.44,51111|12 30,413000
51111,12 31,4,2020,757665.22,51111|12 31,413000
51111,12 35,4,2020,56691.06,51111|12 35,413000
51111,12 3A,4,2020,23943,51111|12 3A,413000
51111,12 3B,4,2020,1170.58,51111|12 3B,413000
51111,12 3Z,4,2020,406697.25,51111|12 3Z,413000
51111,12 40,4,2020,109204.03,51111|12 40,413000
51111,12 92,4,2020,755060.42,51111|12 92,413000
51111,12 95,4,2020,516156,51111|12 95,413000
51111,14 30,4,2020,206699.99,51111|14 30,413000
51111,14 31,4,2020,42888.51,51111|14 31,413000
51111,14 35,4,2020,40491,51111|14 35,413000
51111,14 3N,4,2020,76318.63,51111|14 3N,413000
51111,14 3S,4,2020,28930.74,51111|14 3S,413000
51111,14 3Z,4,2020,47551.06,51111|14 3Z,413000
51111,14 40,4,2020,17237.07,51111|14 40,413000
51111,14 92,4,2020,260042,51111|14 92,413000
51111,15 3G,4,2020,58567.89,51111|15 3G,413000
51111,15 3H,4,2020,145337.2,51111|15 3H,413000
51111,15 3I,4,2020,2559.91,51111|15 3I,413000
51111,15 92,4,2020,197684,51111|15 92,413000
51111,42 61,4,2020,74627.9,51111|42 61,413000
51111,42 62,4,2020,125412.27,51111|42 62,413000
51111,42 63,4,2020,257935.95,51111|42 63,413000
51111,42 64,4,2020,62284.51,51111|42 64,413000
51111,42 65,4,2020,56412.68,51111|42 65,413000
51111,42 67,4,2020,33781.63,51111|42 67,413000
51111,42 78,4,2020,6434.64,51111|42 78,413000
51111,42 82,4,2020,80360.6,51111|42 82,413000
51111,42 83,4,2020,35385.37,51111|42 83,413000
51111,42 84,4,2020,362471.45,51111|42 84,413000
51111,42 92,4,2020,584223,51111|42 92,413000
51111,42 94,4,2020,92804,51111|42 94,413000
51111,43 11,4,2020,446941.03,51111|43 11,413000
51111,43 92,4,2020,676813,51111|43 92,413000
51111,44 21,4,2020,37611,51111|44 21,413000
51111,44 23,4,2020,38354.94,51111|44 23,413000
51111,44 24,4,2020,76874.75,51111|44 24,413000
51111,44 25,4,2020,231018.53,51111|44 25,413000
51111,44 26,4,2020,213290.58,51111|44 26,413000
51111,44 27,4,2020,139579.98,51111|44 27,413000
51111,44 28,4,2020,274159.09,51111|44 28,413000
51111,44 29,4,2020,268508.13,51111|44 29,413000
51111,44 92,4,2020,436829,51111|44 92,413000
51112,11 11,4,2020,48816.72,51112|11 11,413000
51112,11 12,4,2020,38513.73,51112|11 12,413000
51112,11 13,4,2020,64234.66,51112|11 13,413000
51112,11 17,4,2020,21136.18,51112|11 17,413000
51112,11 18,4,2020,4435.99,51112|11 18,413000
51112,12 30,4,2020,138743.35,51112|12 30,413000
51112,12 31,4,2020,165829,51112|12 31,413000
51112,12 35,4,2020,13858.75,51112|12 35,413000
51112,12 3A,4,2020,7637,51112|12 3A,413000
51112,12 3B,4,2020,134.64,51112|12 3B,413000
51112,12 3Z,4,2020,112618.42,51112|12 3Z,413000
51112,12 40,4,2020,19253.48,51112|12 40,413000
51112,12 92,4,2020,130906.36,51112|12 92,413000
51112,12 95,4,2020,71349,51112|12 95,413000
51112,14 30,4,2020,103033.39,51112|14 30,413000
51112,14 31,4,2020,20058.33,51112|14 31,413000
51112,14 35,4,2020,15942,51112|14 35,413000
51112,14 3N,4,2020,54664.24,51112|14 3N,413000
51112,14 3S,4,2020,10861.73,51112|14 3S,413000
51112,14 3Z,4,2020,43302.45,51112|14 3Z,413000
51112,14 40,4,2020,12952.86,51112|14 40,413000
51112,14 92,4,2020,54057,51112|14 92,413000
51112,15 3G,4,2020,23950.43,51112|15 3G,413000
51112,15 3H,4,2020,62683.74,51112|15 3H,413000
51112,15 3I,4,2020,931.83,51112|15 3I,413000
51112,15 92,4,2020,40933,51112|15 92,413000
51112,42 61,4,2020,28178.24,51112|42 61,413000
51112,42 62,4,2020,38618.82,51112|42 62,413000
51112,42 63,4,2020,96060.45,51112|42 63,413000
51112,42 64,4,2020,18520.41,51112|42 64,413000
51112,42 65,4,2020,19375.57,51112|42 65,413000
51112,42 67,4,2020,11485.1,51112|42 67,413000
51112,42 78,4,2020,2099.89,51112|42 78,413000
51112,42 82,4,2020,29911.78,51112|42 82,413000
51112,42 83,4,2020,23622.91,51112|42 83,413000
51112,42 84,4,2020,177871.83,51112|42 84,413000
51112,42 92,4,2020,102065,51112|42 92,413000
51112,42 94,4,2020,16329,51112|42 94,413000
51112,43 11,4,2020,146381.72,51112|43 11,413000
51112,43 92,4,2020,106409,51112|43 92,413000
51112,44 21,4,2020,51345,51112|44 21,413000
51112,44 23,4,2020,22773.33,51112|44 23,413000
51112,44 24,4,2020,41701.35,51112|44 24,413000
51112,44 25,4,2020,135197.24,51112|44 25,413000
51112,44 26,4,2020,131772.9,51112|44 26,413000
51112,44 27,4,2020,79877.39,51112|44 27,413000
51112,44 28,4,2020,145286.6,51112|44 28,413000
51112,44 29,4,2020,140099.19,51112|44 29,413000
51112,44 92,4,2020,83991,51112|44 92,413000
51113,11 11,4,2020,77581.84,51113|11 11,413000
51113,11 12,4,2020,12525.19,51113|11 12,413000
51113,11 13,4,2020,1554.34,51113|11 13,413000
51113,11 17,4,2020,656.18,51113|11 17,413000
51113,11 18,4,2020,295.39,51113|11 18,413000
51113,12 30,4,2020,58944.74,51113|12 30,413000
51113,12 31,4,2020,127813.76,51113|12 31,413000
51113,12 35,4,2020,10955.59,51113|12 35,413000
51113,12 3Z,4,2020,29049.58,51113|12 3Z,413000
51113,12 40,4,2020,2661.33,51113|12 40,413000
51113,12 92,4,2020,43700,51113|12 92,413000
51113,14 30,4,2020,164646.68,51113|14 30,413000
51113,14 31,4,2020,25828.64,51113|14 31,413000
51113,14 35,4,2020,10900,51113|14 35,413000
51113,14 3N,4,2020,116603.84,51113|14 3N,413000
51113,14 3S,4,2020,6298.02,51113|14 3S,413000
51113,14 3Z,4,2020,67187.6,51113|14 3Z,413000
51113,14 40,4,2020,11835.22,51113|14 40,413000
51113,14 92,4,2020,10900,51113|14 92,413000
51113,15 3G,4,2020,3271.11,51113|15 3G,413000
51113,15 3H,4,2020,40724.15,51113|15 3H,413000
51113,15 3I,4,2020,104.74,51113|15 3I,413000
51113,15 92,4,2020,11025,51113|15 92,413000
51113,42 61,4,2020,3777.94,51113|42 61,413000
51113,42 62,4,2020,8277.46,51113|42 62,413000
51113,42 63,4,2020,149399.76,51113|42 63,413000
51113,42 64,4,2020,2148.39,51113|42 64,413000
51113,42 65,4,2020,12893.61,51113|42 65,413000
51113,42 67,4,2020,3840.07,51113|42 67,413000
51113,42 78,4,2020,915.6,51113|42 78,413000
51113,42 82,4,2020,13539.98,51113|42 82,413000
51113,42 83,4,2020,46840.57,51113|42 83,413000
51113,42 84,4,2020,183466.62,51113|42 84,413000
51113,42 92,4,2020,10900,51113|42 92,413000
51113,43 11,4,2020,81787.06,51113|43 11,413000
51113,44 21,4,2020,32700,51113|44 21,413000
51113,44 23,4,2020,14976.6,51113|44 23,413000
51113,44 24,4,2020,36595.66,51113|44 24,413000
51113,44 25,4,2020,156997.06,51113|44 25,413000
51113,44 26,4,2020,110831.2,51113|44 26,413000
51113,44 27,4,2020,83480.92,51113|44 27,413000
51113,44 28,4,2020,140422.52,51113|44 28,413000
51113,44 29,4,2020,110696.04,51113|44 29,413000
51114,12 3A,4,2020,151993,51114|12 3A,413000
51114,12 92,4,2020,1261825,51114|12 92,413000
51114,42 92,4,2020,827863,51114|42 92,413000
51114,43 92,4,2020,650650,51114|43 92,413000
51114,44 92,4,2020,917061,51114|44 92,413000
51115,12 31,4,2020,-585026.58,51115|12 31,413000
51115,42 62,4,2020,-1283857.96,51115|42 62,413000
51115,42 68,4,2020,1283857.96,51115|42 68,413000
51116,43 11,4,2020,-855881.96,51116|43 11,413000
51119,12 92,4,2020,7158485.46,51119|12 92,413000
51119,12 95,4,2020,-13940575.38,51119|12 95,413000
51119,14 92,4,2020,5018607.14,51119|14 92,413000
51119,15 92,4,2020,1763482.78,51119|15 92,413000
51119,42 92,4,2020,338952.64,51119|42 92,413000
51119,42 94,4,2020,-2246207,51119|42 94,413000
51119,43 92,4,2020,271117.18,51119|43 92,413000
51119,44 92,4,2020,1636137.18,51119|44 92,413000
51199,11 11,4,2020,-6605547.42,51199|11 11,413000
51199,11 12,4,2020,-7257553.41,51199|11 12,413000
51199,11 13,4,2020,-9099432.1,51199|11 13,413000
51199,11 17,4,2020,-3109883.53,51199|11 17,413000
51199,11 18,4,2020,-938458.26,51199|11 18,413000
51199,12 30,4,2020,-22661513.29,51199|12 30,413000
51199,12 31,4,2020,-30758784.32,51199|12 31,413000
51199,12 35,4,2020,-1388026.14,51199|12 35,413000
51199,12 3A,4,2020,-1388160.84,51199|12 3A,413000
51199,12 3B,4,2020,-16954.87,51199|12 3B,413000
51199,12 3Z,4,2020,-15653733.9,51199|12 3Z,413000
51199,12 40,4,2020,-2957732.21,51199|12 40,413000
51199,14 30,4,2020,-12025252.62,51199|14 30,413000
51199,14 31,4,2020,-2832520.67,51199|14 31,413000
51199,14 35,4,2020,-1350950,51199|14 35,413000
51199,14 3N,4,2020,-5661176.43,51199|14 3N,413000
