Acc,Sub-CC,Period,Year,Amount,Acc-Index,Position
51199,14 3S,4,2020,-1553814.98,51199|14 3S,413000
51199,14 3Z,4,2020,-5244171.96,51199|14 3Z,413000
51199,14 40,4,2020,-1376536.48,51199|14 40,413000
51199,15 3G,4,2020,-4471694.49,51199|15 3G,413000
51199,15 3H,4,2020,-8518136.71,51199|15 3H,413000
51199,15 3I,4,2020,-137858.58,51199|15 3I,413000
51199,42 61,4,2020,-3568317.78,51199|42 61,413000
51199,42 62,4,2020,-4122069.25,51199|42 62,413000
51199,42 63,4,2020,-11286426.87,51199|42 63,413000
51199,42 64,4,2020,-2046684.21,51199|42 64,413000
51199,42 65,4,2020,-2275471.96,51199|42 65,413000
51199,42 67,4,2020,-1068105.32,51199|42 67,413000
51199,42 68,4,2020,-1864556.25,51199|42 68,413000
51199,42 78,4,2020,-281110.59,51199|42 78,413000
51199,42 82,4,2020,-5763705.48,51199|42 82,413000
51199,42 83,4,2020,-2277608.21,51199|42 83,413000
51199,42 84,4,2020,-18735729.5,51199|42 84,413000
51199,43 11,4,2020,-20332705.21,51199|43 11,413000
51199,44 21,4,2020,-3423971,51199|44 21,413000
51199,44 23,4,2020,-1362712.5,51199|44 23,413000
51199,44 24,4,2020,-4646298.75,51199|44 24,413000
51199,44 25,4,2020,-14805550.73,51199|44 25,413000
51199,44 26,4,2020,-13074460.4,51199|44 26,413000
51199,44 27,4,2020,-7357247.95,51199|44 27,413000
51199,44 28,4,2020,-20150848.12,51199|44 28,413000
51199,44 29,4,2020,-14852377.22,51199|44 29,413000
51200,11 11,4,2020,307712.04,51200|11 11,415000
51200,11 12,4,2020,538086.15,51200|11 12,415000
51200,11 13,4,2020,454189.53,51200|11 13,415000
51200,11 17,4,2020,167519.96,51200|11 17,415000
51200,11 18,4,2020,60941.19,51200|11 18,415000
51200,12 30,4,2020,1252963.67,51200|12 30,415000
51200,12 31,4,2020,1966490.92,51200|12 31,415000
51200,12 3Z,4,2020,770331.54,51200|12 3Z,415000
51200,12 40,4,2020,96853.36,51200|12 40,415000
51200,12 92,4,2020,-4086639.49,51200|12 92,415000
51200,14 30,4,2020,682785.33,51200|14 30,415000
51200,14 31,4,2020,187311.2,51200|14 31,415000
51200,14 3N,4,2020,341842.93,51200|14 3N,415000
51200,14 3S,4,2020,112746.93,51200|14 3S,415000
51200,14 3Z,4,2020,405600.78,51200|14 3Z,415000
51200,14 40,4,2020,70782.02,51200|14 40,415000
51200,14 92,4,2020,-1801069.19,51200|14 92,415000
51200,15 3G,4,2020,538661.08,51200|15 3G,415000
51200,15 3H,4,2020,916194.28,51200|15 3H,415000
51200,15 3I,4,2020,15289.5,51200|15 3I,415000
51200,15 92,4,2020,-1470144.86,51200|15 92,415000
51200,42 61,4,2020,315594.24,51200|42 61,415000
51200,42 62,4,2020,547785.11,51200|42 62,415000
51200,42 63,4,2020,994662.44,51200|42 63,415000
51200,42 64,4,2020,116352.85,51200|42 64,415000
51200,42 65,4,2020,141579.8,51200|42 65,415000
51200,42 67,4,2020,80314.36,51200|42 67,415000
51200,42 68,4,2020,168351.25,51200|42 68,415000
51200,42 78,4,2020,25226.95,51200|42 78,415000
51200,42 82,4,2020,857201.32,51200|42 82,415000
51200,42 83,4,2020,175044.11,51200|42 83,415000
51200,42 84,4,2020,1726243.87,51200|42 84,415000
51200,42 92,4,2020,-5148356.3,51200|42 92,415000
51200,43 11,4,2020,1204340.09,51200|43 11,415000
51200,43 92,4,2020,-2732788.96,51200|43 92,415000
51200,44 24,4,2020,177233.42,51200|44 24,415000
51200,44 25,4,2020,535801.53,51200|44 25,415000
51200,44 26,4,2020,378195.61,51200|44 26,415000
51200,44 27,4,2020,188365.44,51200|44 27,415000
51200,44 28,4,2020,1085078.65,51200|44 28,415000
51200,44 29,4,2020,564803.36,51200|44 29,415000
51200,44 92,4,2020,-2929478.01,51200|44 92,415000
51201,11 11,4,2020,5300,51201|11 11,415000
51201,11 12,4,2020,4200,51201|11 12,415000
51201,11 13,4,2020,6600,51201|11 13,415000
51201,11 17,4,2020,2400,51201|11 17,415000
51201,11 18,4,2020,700,51201|11 18,415000
51201,12 30,4,2020,13200,51201|12 30,415000
51201,12 31,4,2020,15000,51201|12 31,415000
51201,12 35,4,2020,1000,51201|12 35,415000
51201,12 3A,4,2020,1700,51201|12 3A,415000
51201,12 3Z,4,2020,8100,51201|12 3Z,415000
51201,12 40,4,2020,1700,51201|12 40,415000
51201,12 92,4,2020,18800,51201|12 92,415000
51201,12 95,4,2020,15500,51201|12 95,415000
51201,14 30,4,2020,10500,51201|14 30,415000
51201,14 31,4,2020,2400,51201|14 31,415000
51201,14 35,4,2020,1400,51201|14 35,415000
51201,14 3N,4,2020,1400,51201|14 3N,415000
51201,14 3S,4,2020,800,51201|14 3S,415000
51201,14 3Z,4,2020,2100,51201|14 3Z,415000
51201,14 40,4,2020,1400,51201|14 40,415000
51201,14 92,4,2020,8900,51201|14 92,415000
51201,15 3G,4,2020,3400,51201|15 3G,415000
51201,15 3H,4,2020,4900,51201|15 3H,415000
51201,15 3I,4,2020,100,51201|15 3I,415000
51201,15 92,4,2020,5900,51201|15 92,415000
51201,42 61,4,2020,13400,51201|42 61,415000
51201,42 62,4,2020,2814.65,51201|42 62,415000
51201,42 63,4,2020,6000,51201|42 63,415000
51201,42 64,4,2020,7900,51201|42 64,415000
51201,42 65,4,2020,2000,51201|42 65,415000
51201,42 67,4,2020,500,51201|42 67,415000
51201,42 68,4,2020,585.35,51201|42 68,415000
51201,42 78,4,2020,200,51201|42 78,415000
51201,42 82,4,2020,2300,51201|42 82,415000
51201,42 83,4,2020,1300,51201|42 83,415000
51201,42 84,4,2020,8600,51201|42 84,415000
51201,42 92,4,2020,13400,51201|42 92,415000
51201,42 94,4,2020,3125,51201|42 94,415000
51201,43 11,4,2020,14500,51201|43 11,415000
51201,43 92,4,2020,20900,51201|43 92,415000
51201,44 21,4,2020,3600,51201|44 21,415000
51201,44 24,4,2020,2300,51201|44 24,415000
51201,44 25,4,2020,6600,51201|44 25,415000
51201,44 26,4,2020,5500,51201|44 26,415000
51201,44 27,4,2020,2600,51201|44 27,415000
51201,44 28,4,2020,10300,51201|44 28,415000
51201,44 29,4,2020,6300,51201|44 29,415000
51201,44 92,4,2020,10400,51201|44 92,415000
51202,11 11,4,2020,131982.78,51202|11 11,415000
51202,11 12,4,2020,146804,51202|11 12,415000
51202,11 13,4,2020,153700.08,51202|11 13,415000
51202,11 17,4,2020,62097.62,51202|11 17,415000
51202,11 18,4,2020,14760.56,51202|11 18,415000
51202,12 30,4,2020,345961.51,51202|12 30,415000
51202,12 31,4,2020,404382.94,51202|12 31,415000
51202,12 35,4,2020,16869.5,51202|12 35,415000
51202,12 3A,4,2020,14762,51202|12 3A,415000
51202,12 3Z,4,2020,365645.11,51202|12 3Z,415000
51202,12 40,4,2020,49638.98,51202|12 40,415000
51202,12 92,4,2020,466517.64,51202|12 92,415000
51202,12 95,4,2020,244543.22,51202|12 95,415000
51202,14 30,4,2020,189848.67,51202|14 30,415000
51202,14 31,4,2020,49766.23,51202|14 31,415000
51202,14 35,4,2020,22639.05,51202|14 35,415000
51202,14 3N,4,2020,18791.62,51202|14 3N,415000
51202,14 3S,4,2020,10524.56,51202|14 3S,415000
51202,14 3Z,4,2020,26154.17,51202|14 3Z,415000
51202,14 40,4,2020,14061,51202|14 40,415000
51202,14 92,4,2020,190640.11,51202|14 92,415000
51202,15 3G,4,2020,130133.2,51202|15 3G,415000
51202,15 3H,4,2020,162699.5,51202|15 3H,415000
51202,15 3I,4,2020,2246.8,51202|15 3I,415000
51202,15 92,4,2020,149333.6,51202|15 92,415000
51202,42 61,4,2020,88780.03,51202|42 61,415000
51202,42 62,4,2020,98690.53,51202|42 62,415000
51202,42 63,4,2020,171240.43,51202|42 63,415000
51202,42 64,4,2020,90443.96,51202|42 64,415000
51202,42 65,4,2020,29515.13,51202|42 65,415000
51202,42 67,4,2020,7576.29,51202|42 67,415000
51202,42 68,4,2020,12035.97,51202|42 68,415000
51202,42 78,4,2020,3689.86,51202|42 78,415000
51202,42 82,4,2020,106151.41,51202|42 82,415000
51202,42 83,4,2020,35437.63,51202|42 83,415000
51202,42 84,4,2020,326396.77,51202|42 84,415000
51202,42 92,4,2020,440303.48,51202|42 92,415000
51202,42 94,4,2020,55206.5,51202|42 94,415000
51202,43 11,4,2020,342923.36,51202|43 11,415000
51202,43 92,4,2020,660412.65,51202|43 92,415000
51202,44 21,4,2020,146748.87,51202|44 21,415000
51202,44 23,4,2020,37756.26,51202|44 23,415000
51202,44 24,4,2020,67126.47,51202|44 24,415000
51202,44 25,4,2020,219745.64,51202|44 25,415000
51202,44 26,4,2020,242636.58,51202|44 26,415000
51202,44 27,4,2020,220125.44,51202|44 27,415000
51202,44 28,4,2020,154299.51,51202|44 28,415000
51202,44 29,4,2020,192050.11,51202|44 29,415000
51202,44 92,4,2020,283470.2,51202|44 92,415000
51203,11 11,4,2020,2931.04,51203|11 11,415000
51203,11 12,4,2020,88.35,51203|11 12,415000
51203,11 13,4,2020,193.33,51203|11 13,415000
51203,11 17,4,2020,75.24,51203|11 17,415000
51203,11 18,4,2020,4.06,51203|11 18,415000
51203,12 30,4,2020,11039.3,51203|12 30,415000
51203,12 31,4,2020,11339.12,51203|12 31,415000
51203,12 3Z,4,2020,9114.49,51203|12 3Z,415000
51203,12 40,4,2020,1507.09,51203|12 40,415000
51203,12 95,4,2020,2430,51203|12 95,415000
51203,14 30,4,2020,10230,51203|14 30,415000
51203,14 31,4,2020,2325,51203|14 31,415000
51203,14 35,4,2020,2325,51203|14 35,415000
51203,14 3N,4,2020,1860,51203|14 3N,415000
51203,14 3S,4,2020,1395,51203|14 3S,415000
51203,14 3Z,4,2020,3720,51203|14 3Z,415000
51203,14 40,4,2020,1395,51203|14 40,415000
51203,14 92,4,2020,2325,51203|14 92,415000
51203,42 61,4,2020,1138.44,51203|42 61,415000
51203,42 62,4,2020,3935.87,51203|42 62,415000
51203,42 63,4,2020,7681.54,51203|42 63,415000
51203,42 64,4,2020,452.15,51203|42 64,415000
51203,42 65,4,2020,539.41,51203|42 65,415000
51203,42 67,4,2020,260.83,51203|42 67,415000
51203,42 68,4,2020,480.01,51203|42 68,415000
51203,42 78,4,2020,77.98,51203|42 78,415000
51203,42 82,4,2020,3550.23,51203|42 82,415000
51203,42 83,4,2020,4365.39,51203|42 83,415000
51203,42 84,4,2020,14202.15,51203|42 84,415000
51203,42 92,4,2020,4941,51203|42 92,415000
51203,43 11,4,2020,189.98,51203|43 11,415000
51203,43 92,4,2020,4320,51203|43 92,415000
51203,44 21,4,2020,2230,51203|44 21,415000
51203,44 23,4,2020,824.15,51203|44 23,415000
51203,44 24,4,2020,1120.18,51203|44 24,415000
51203,44 25,4,2020,3502.66,51203|44 25,415000
51203,44 26,4,2020,4368.69,51203|44 26,415000
51203,44 27,4,2020,3040.48,51203|44 27,415000
51203,44 28,4,2020,5270.42,51203|44 28,415000
51203,44 29,4,2020,3779.42,51203|44 29,415000
51203,44 92,4,2020,3890,51203|44 92,415000
51299,11 11,4,2020,12562.46,51299|11 11,415000
51299,11 12,4,2020,6941.52,51299|11 12,415000
51299,11 13,4,2020,19679.29,51299|11 13,415000
51299,11 17,4,2020,7954.88,51299|11 17,415000
51299,11 18,4,2020,1729.1,51299|11 18,415000
51299,12 30,4,2020,7327.4,51299|12 30,415000
51299,12 31,4,2020,8748.44,51299|12 31,415000
51299,12 35,4,2020,1606.85,51299|12 35,415000
51299,12 40,4,2020,1916.58,51299|12 40,415000
51299,12 92,4,2020,31441.73,51299|12 92,415000
51299,14 30,4,2020,3441.06,51299|14 30,415000
51299,14 31,4,2020,568.77,51299|14 31,415000
51299,14 35,4,2020,5928.89,51299|14 35,415000
51299,14 3N,4,2020,1137.54,51299|14 3N,415000
51299,14 3Z,4,2020,1706.31,51299|14 3Z,415000
51299,14 40,4,2020,511.89,51299|14 40,415000
51299,14 92,4,2020,61768.57,51299|14 92,415000
51299,15 3G,4,2020,8406.3,51299|15 3G,415000
51299,15 3H,4,2020,8886.66,51299|15 3H,415000
51299,15 3I,4,2020,240.18,51299|15 3I,415000
51299,15 92,4,2020,18034.86,51299|15 92,415000
51299,42 61,4,2020,26.42,51299|42 61,415000
51299,42 62,4,2020,44.01,51299|42 62,415000
51299,42 63,4,2020,92.34,51299|42 63,415000
51299,42 64,4,2020,11.5,51299|42 64,415000
51299,42 65,4,2020,13.72,51299|42 65,415000
51299,42 67,4,2020,6.64,51299|42 67,415000
51299,42 68,4,2020,5.37,51299|42 68,415000
51299,42 84,4,2020,4000,51299|42 84,415000
51299,42 92,4,2020,145959.62,51299|42 92,415000
51299,42 94,4,2020,2437.98,51299|42 94,415000
51299,43 11,4,2020,46533.75,51299|43 11,415000
51299,43 92,4,2020,127312.95,51299|43 92,415000
51299,44 21,4,2020,32185.2,51299|44 21,415000
51299,44 23,4,2020,19887.63,51299|44 23,415000
51299,44 24,4,2020,19933.62,51299|44 24,415000
51299,44 25,4,2020,79930.49,51299|44 25,415000
51299,44 26,4,2020,83670.02,51299|44 26,415000
51299,44 27,4,2020,86756.87,51299|44 27,415000
51299,44 28,4,2020,52075.82,51299|44 28,415000
51299,44 29,4,2020,51941.82,51299|44 29,415000
51299,44 92,4,2020,27330,51299|44 92,415000
51301,11 11,4,2020,490940.32,51301|11 11,415000
51301,11 12,4,2020,589540.35,51301|11 12,415000
51301,11 13,4,2020,185332.93,51301|11 13,415000
51301,11 17,4,2020,123512.26,51301|11 17,415000
51301,11 18,4,2020,129256.83,51301|11 18,415000
51301,12 31,4,2020,4408941.39,51301|12 31,415000
51301,12 3Z,4,2020,730217.02,51301|12 3Z,415000
51301,14 31,4,2020,427687.1,51301|14 31,415000
51301,14 3N,4,2020,1612539.56,51301|14 3N,415000
51301,14 3S,4,2020,96999.8,51301|14 3S,415000
51301,14 3Z,4,2020,312950.15,51301|14 3Z,415000
51301,43 11,4,2020,375065.86,51301|43 11,415000
51301,43 92,4,2020,-182060.04,51301|43 92,415000
51302,11 11,4,2020,26402,51302|11 11,415000
51302,11 12,4,2020,51948,51302|11 12,415000
51302,11 13,4,2020,43102,51302|11 13,415000
51302,11 17,4,2020,6217,51302|11 17,415000
51302,11 18,4,2020,12499,51302|11 18,415000
51302,12 30,4,2020,12083,51302|12 30,415000
51302,12 31,4,2020,47409,51302|12 31,415000
51302,12 35,4,2020,8292,51302|12 35,415000
51302,12 3Z,4,2020,2531,51302|12 3Z,415000
51302,12 40,4,2020,9627,51302|12 40,415000
51302,12 41,4,2020,1718,51302|12 41,415000
51302,12 43,4,2020,3203,51302|12 43,415000
51302,12 92,4,2020,10683,51302|12 92,415000
51302,14 30,4,2020,12622,51302|14 30,415000
51302,14 31,4,2020,20214,51302|14 31,415000
51302,14 35,4,2020,8284,51302|14 35,415000
51302,14 3N,4,2020,647,51302|14 3N,415000
51302,14 3S,4,2020,1806,51302|14 3S,415000
51302,14 3Z,4,2020,2880,51302|14 3Z,415000
51302,14 40,4,2020,2237,51302|14 40,415000
51302,14 92,4,2020,8429,51302|14 92,415000
51302,15 3G,4,2020,3655,51302|15 3G,415000
51302,15 3H,4,2020,6004,51302|15 3H,415000
51302,15 3I,4,2020,8150,51302|15 3I,415000
51302,15 92,4,2020,2556,51302|15 92,415000
51302,42 61,4,2020,7871,51302|42 61,415000
51302,42 62,4,2020,6440,51302|42 62,415000
51302,42 63,4,2020,27192,51302|42 63,415000
51302,42 64,4,2020,4055,51302|42 64,415000
51302,42 65,4,2020,5128,51302|42 65,415000
51302,42 66,4,2020,358,51302|42 66,415000
51302,42 67,4,2020,2385,51302|42 67,415000
51302,42 78,4,2020,5963,51302|42 78,415000
51302,42 79,4,2020,8468,51302|42 79,415000
51302,42 80,4,2020,4055,51302|42 80,415000
51302,42 82,4,2020,11688,51302|42 82,415000
51302,42 83,4,2020,6321,51302|42 83,415000
51302,42 84,4,2020,23017,51302|42 84,415000
51302,42 92,4,2020,6321,51302|42 92,415000
51302,42 94,4,2020,10099,51302|42 94,415000
51302,43 11,4,2020,115275,51302|43 11,415000
51302,43 92,4,2020,15610,51302|43 92,415000
51302,44 21,4,2020,7285,51302|44 21,415000
51302,44 23,4,2020,15769,51302|44 23,415000
51302,44 24,4,2020,19120,51302|44 24,415000
51302,44 25,4,2020,44848,51302|44 25,415000
51302,44 26,4,2020,68026,51302|44 26,415000
51302,44 27,4,2020,47953,51302|44 27,415000
51302,44 28,4,2020,63261,51302|44 28,415000
51302,44 29,4,2020,30524,51302|44 29,415000
51302,44 92,4,2020,10605,51302|44 92,415000
51306,11 11,4,2020,291759.9,51306|11 11,415000
51306,11 12,4,2020,1025070.92,51306|11 12,415000
51306,11 13,4,2020,963479.2,51306|11 13,415000
51306,11 17,4,2020,170730.35,51306|11 17,415000
51306,11 18,4,2020,367682.48,51306|11 18,415000
51306,43 11,4,2020,1647194.83,51306|43 11,415000
51307,11 11,4,2020,671486.15,51307|11 11,415000
51307,11 12,4,2020,1539179.24,51307|11 12,415000
51307,11 13,4,2020,812030.27,51307|11 13,415000
51307,11 17,4,2020,589963.44,51307|11 17,415000
51307,11 18,4,2020,139754.22,51307|11 18,415000
51307,12 30,4,2020,240905.73,51307|12 30,415000
51307,12 31,4,2020,387682.58,51307|12 31,415000
51307,12 35,4,2020,182314,51307|12 35,415000
51307,12 3Z,4,2020,204270.72,51307|12 3Z,415000
51307,12 40,4,2020,297907.63,51307|12 40,415000
51307,12 92,4,2020,171809.58,51307|12 92,415000
51307,12 95,4,2020,7290,51307|12 95,415000
51307,14 30,4,2020,139002.11,51307|14 30,415000
51307,14 31,4,2020,95815.81,51307|14 31,415000
51307,14 35,4,2020,328989.83,51307|14 35,415000
51307,14 3N,4,2020,61082.94,51307|14 3N,415000
51307,14 3S,4,2020,4407.6,51307|14 3S,415000
51307,14 3Z,4,2020,15766.14,51307|14 3Z,415000
51307,14 40,4,2020,2755.01,51307|14 40,415000
51307,14 92,4,2020,38850,51307|14 92,415000
51307,15 3G,4,2020,10804.8,51307|15 3G,415000
51307,15 3H,4,2020,17088.1,51307|15 3H,415000
51307,15 3I,4,2020,225.1,51307|15 3I,415000
51307,15 92,4,2020,146693.6,51307|15 92,415000
51307,42 61,4,2020,379055.07,51307|42 61,415000
51307,42 62,4,2020,330083.81,51307|42 62,415000
51307,42 63,4,2020,2008419.48,51307|42 63,415000
51307,42 64,4,2020,98365.98,51307|42 64,415000
51307,42 65,4,2020,53755.74,51307|42 65,415000
51307,42 67,4,2020,113865.14,51307|42 67,415000
51307,42 68,4,2020,40255.93,51307|42 68,415000
51307,42 78,4,2020,11552.53,51307|42 78,415000
51307,42 82,4,2020,482050.26,51307|42 82,415000
51307,42 83,4,2020,497091.69,51307|42 83,415000
51307,42 84,4,2020,1278601.19,51307|42 84,415000
51307,42 92,4,2020,1064618.19,51307|42 92,415000
51307,42 94,4,2020,453234.9,51307|42 94,415000
51307,43 11,4,2020,2840696.74,51307|43 11,415000
51307,43 92,4,2020,67395.79,51307|43 92,415000
51307,44 23,4,2020,59732.65,51307|44 23,415000
51307,44 24,4,2020,216443.01,51307|44 24,415000
51307,44 25,4,2020,543567.1,51307|44 25,415000
51307,44 26,4,2020,506322.03,51307|44 26,415000
51307,44 27,4,2020,264931.87,51307|44 27,415000
51307,44 28,4,2020,939559.43,51307|44 28,415000
51307,44 29,4,2020,983129.12,51307|44 29,415000
51307,44 92,4,2020,77019.14,51307|44 92,415000
51308,11 11,4,2020,593770.78,51308|11 11,415000
51308,11 12,4,2020,1445728.74,51308|11 12,415000
51308,11 13,4,2020,1067584.51,51308|11 13,415000
51308,11 17,4,2020,376846.01,51308|11 17,415000
51308,11 18,4,2020,164832.08,51308|11 18,415000
51308,12 30,4,2020,352205,51308|12 30,415000
51308,12 31,4,2020,277423,51308|12 31,415000
51308,12 35,4,2020,238124,51308|12 35,415000
51308,12 3Z,4,2020,221987,51308|12 3Z,415000
51308,12 40,4,2020,194101,51308|12 40,415000
51308,12 92,4,2020,96985,51308|12 92,415000
51308,12 95,4,2020,90415.45,51308|12 95,415000
51308,14 30,4,2020,111652.38,51308|14 30,415000
51308,14 31,4,2020,31177.32,51308|14 31,415000
51308,14 35,4,2020,446346.48,51308|14 35,415000
51308,14 3N,4,2020,22249,51308|14 3N,415000
51308,14 3S,4,2020,8577,51308|14 3S,415000
51308,14 3Z,4,2020,53967,51308|14 3Z,415000
51308,14 40,4,2020,30851.23,51308|14 40,415000
51308,14 92,4,2020,155274.49,51308|14 92,415000
51308,15 3G,4,2020,47575.02,51308|15 3G,415000
51308,15 3H,4,2020,52373.76,51308|15 3H,415000
51308,15 3I,4,2020,999.24,51308|15 3I,415000
51308,15 92,4,2020,67027.28,51308|15 92,415000
51308,42 61,4,2020,306540.86,51308|42 61,415000
51308,42 62,4,2020,15816.41,51308|42 62,415000
51308,42 63,4,2020,756850.25,51308|42 63,415000
51308,42 64,4,2020,120312.97,51308|42 64,415000
51308,42 65,4,2020,122433.82,51308|42 65,415000
51308,42 67,4,2020,93198.83,51308|42 67,415000
51308,42 68,4,2020,1928.92,51308|42 68,415000
51308,42 78,4,2020,54593.08,51308|42 78,415000
51308,42 82,4,2020,807406.33,51308|42 82,415000
51308,42 83,4,2020,193192.14,51308|42 83,415000
51308,42 84,4,2020,2490615.07,51308|42 84,415000
51308,42 92,4,2020,147433.8,51308|42 92,415000
51308,42 94,4,2020,2031,51308|42 94,415000
51308,43 11,4,2020,2145004.55,51308|43 11,415000
51308,43 92,4,2020,73082.92,51308|43 92,415000
51308,44 23,4,2020,208014.21,51308|44 23,415000
51308,44 24,4,2020,371550.23,51308|44 24,415000
51308,44 25,4,2020,1134868.04,51308|44 25,415000
51308,44 26,4,2020,719738.16,51308|44 26,415000
51308,44 27,4,2020,740854.08,51308|44 27,415000
51308,44 28,4,2020,586303.56,51308|44 28,415000
51308,44 29,4,2020,731419.31,51308|44 29,415000
51309,11 11,4,2020,47417.48,51309|11 11,415000
51309,11 12,4,2020,58744.09,51309|11 12,415000
51309,11 13,4,2020,53833.65,51309|11 13,415000
51309,11 17,4,2020,23882.49,51309|11 17,415000
51309,11 18,4,2020,10678.89,51309|11 18,415000
51309,12 92,4,2020,119461.22,51309|12 92,415000
51309,14 92,4,2020,15535.12,51309|14 92,415000
51309,15 92,4,2020,42146,51309|15 92,415000
51309,42 61,4,2020,27230.64,51309|42 61,415000
51309,42 62,4,2020,11557.47,51309|42 62,415000
51309,42 63,4,2020,32417.44,51309|42 63,415000
51309,42 64,4,2020,15560.37,51309|42 64,415000
51309,42 65,4,2020,15560.37,51309|42 65,415000
51309,42 67,4,2020,25933.95,51309|42 67,415000
51309,42 68,4,2020,1409.51,51309|42 68,415000
51309,42 78,4,2020,11114.55,51309|42 78,415000
51309,42 82,4,2020,55572.75,51309|42 82,415000
51309,42 83,4,2020,33343.65,51309|42 83,415000
51309,42 84,4,2020,122260.05,51309|42 84,415000
51309,42 92,4,2020,18524.25,51309|42 92,415000
51309,43 11,4,2020,152435.72,51309|43 11,415000
51309,44 21,4,2020,43287.44,51309|44 21,415000
51309,44 23,4,2020,27054.66,51309|44 23,415000
51309,44 24,4,2020,27054.65,51309|44 24,415000
51309,44 25,4,2020,108218.6,51309|44 25,415000
51309,44 26,4,2020,113629.53,51309|44 26,415000
51309,44 27,4,2020,81163.95,51309|44 27,415000
51309,44 28,4,2020,70342.09,51309|44 28,415000
51309,44 29,4,2020,70342.09,51309|44 29,415000
51310,12 3A,4,2020,102716.44,51310|12 3A,415000
51310,12 92,4,2020,872478.82,51310|12 92,415000
51310,14 92,4,2020,295287.17,51310|14 92,415000
51310,15 92,4,2020,327279.13,51310|15 92,415000
51310,42 92,4,2020,945943.64,51310|42 92,415000
51310,43 92,4,2020,309693.36,51310|43 92,415000
51310,44 92,4,2020,693741.26,51310|44 92,415000
51311,12 31,4,2020,187200,51311|12 31,415000
51311,42 61,4,2020,8491.23,51311|42 61,415000
51311,42 62,4,2020,31759.04,51311|42 62,415000
51311,42 63,4,2020,44214.8,51311|42 63,415000
51311,42 64,4,2020,3696.03,51311|42 64,415000
51311,42 65,4,2020,4409.53,51311|42 65,415000
51311,42 67,4,2020,2134.06,51311|42 67,415000
51311,42 68,4,2020,12814.23,51311|42 68,415000
51311,42 78,4,2020,617.41,51311|42 78,415000
51311,42 82,4,2020,420224.16,51311|42 82,415000
51311,42 83,4,2020,224865.93,51311|42 83,415000
51311,42 84,4,2020,900862.3,51311|42 84,415000
51311,44 21,4,2020,88287.82,51311|44 21,415000
51311,44 23,4,2020,7300.72,51311|44 23,415000
51311,44 24,4,2020,26613.68,51311|44 24,415000
51311,44 25,4,2020,90987.64,51311|44 25,415000
51311,44 26,4,2020,41766.93,51311|44 26,415000
51311,44 27,4,2020,32428.79,51311|44 27,415000
51311,44 28,4,2020,78864.79,51311|44 28,415000
51311,44 29,4,2020,82642.5,51311|44 29,415000
51312,11 11,4,2020,244436.41,51312|11 11,415000
